name,gender,SSN,age,complete address,zipcode of residence,state of residence,S1,S2,S3
Allen Howard,Male,719-91-8553,34,8140 Claire Roads Apt. 940 Thompsonmouth  VT 38275,38275,VT,AGREE,DISAGREE,STRONGLY DISAGREE
Breanna Colon,Female,049-55-0714,49,08214 Tara Drive Sanchezburgh  AR 71081,71081,AR,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Richard Mitchell,Male,083-66-0151,28,314 Harmon Greens Obrienberg  FL 99916,99916,FL,DISAGREE,AGREE,STRONGLY AGREE
Ashley Oliver,Female,818-28-8309,29,7807 Mark Trail Robertsville  UT 11526,11526,UT,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE
Kristen Martin,Female,419-11-0257,30,6556 Edward Crossroad Suite 211 Scottmouth  WY 95497,95497,WY,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
David Brown,Male,079-01-4311,54,3498 Robinson Orchard Port Thomasland  KS 53071,53071,KS,DISAGREE,AGREE,AGREE
Cindy Rodriguez,Female,652-97-7098,41,814 Eric Garden Mataside  AK 58433,58433,AK,AGREE,AGREE,STRONGLY DISAGREE
Kara Kennedy,Female,711-87-3523,78,USNV Macdonald FPO AP 32558,32558,AP,STRONGLY DISAGREE,DISAGREE,AGREE
David Young,Male,056-20-7488,43,29490 Andrea Fort Suite 296 Romeroville  NH 02629,2629,NH,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Daniel Byrd,Male,667-51-8807,76,33928 Christopher Street Suite 130 Elizabethmouth  KS 92627,92627,KS,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Jason Swanson,Male,185-34-1130,43,60902 Diana Lane Apt. 158 Lake Amy  ME 87527,87527,ME,AGREE,STRONGLY DISAGREE,AGREE
Denise Smith,Female,488-59-8588,21,0720 Reynolds Islands Apt. 917 East Kennethfort  AR 52006,52006,AR,STRONGLY AGREE,STRONGLY AGREE,AGREE
Jack Thompson,Male,030-76-1434,26,1428 Burton Summit Apt. 875 New David  VT 87729,87729,VT,AGREE,STRONGLY AGREE,AGREE
Andrew Cooper,Male,644-69-6660,62,5635 Williams Mission New Karen  TN 82200,82200,TN,AGREE,DISAGREE,DISAGREE
Mrs. Teresa Moore,Female,439-76-7243,58,00435 Sherry Valley Brownberg  IA 74781,74781,IA,DISAGREE,DISAGREE,STRONGLY AGREE
Anthony Andrews,Male,679-85-4101,68,11218 Wendy Camp Apt. 430 Yangton  IA 79949,79949,IA,STRONGLY DISAGREE,AGREE,AGREE
Lauren Andrews,Female,081-48-3925,45,31776 Combs Row Suite 249 Debraton  CT 91226,91226,CT,AGREE,AGREE,DISAGREE
Richard Nelson,Male,455-38-6015,77,5687 Butler Way Cassidyberg  AK 17135,17135,AK,DISAGREE,STRONGLY DISAGREE,DISAGREE
Sheila Lee MD,Female,251-13-4022,28,Unit 2588 Box 1189 DPO AE 09918,9918,AE,STRONGLY AGREE,STRONGLY AGREE,AGREE
Robert Greene,Male,789-13-7924,45,1145 Davis Shoals New Michellemouth  AL 82941,82941,AL,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Karen Williams,Female,095-21-6766,67,318 Jessica Forest West Ruthberg  MA 24861,24861,MA,DISAGREE,STRONGLY DISAGREE,DISAGREE
Larry Jones,Male,700-30-2200,59,1674 Cynthia Street Wardshire  OR 86429,86429,OR,DISAGREE,STRONGLY AGREE,AGREE
Samantha Greene,Female,186-69-3467,35,849 Robert Knoll Apt. 660 South Christine  AZ 84704,84704,AZ,STRONGLY AGREE,AGREE,STRONGLY AGREE
Mrs. Melanie Banks DDS,Female,309-46-7804,74,PSC 9123  Box 3159 APO AP 42966,42966,AP,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Joseph Ramsey,Male,825-36-1710,35,USNV West FPO AA 68141,68141,AA,DISAGREE,maybe,STRONGLY DISAGREE
Rachel Chen,Female,818-15-7794,49,7792 Emma Crossroad Bonniefort  ID 05113,5113,ID,DISAGREE,STRONGLY AGREE,AGREE
Christopher Scott,Male,570-38-6738,22,3053 Amanda Lodge Suite 773 Huntport  MO 09982,9982,MO,AGREE,AGREE,DISAGREE
Angela Harris,Female,374-17-7370,47,057 James Forges Suite 062 Eduardoport  NJ 03801,3801,NJ,AGREE,STRONGLY AGREE,STRONGLY AGREE
Jessica Cox,Female,190-71-7261,27,Unit 2793 Box 2171 DPO AE 37975,37975,AE,STRONGLY AGREE,don't know,AGREE
Peter Diaz,Male,081-42-3827,69,87942 Mays Pine North Darren  WI 14802,14802,WI,STRONGLY AGREE,DISAGREE,DISAGREE
Kimberly Hill,Female,360-73-8480,45,1639 Alexander Valley New Heatherton  WI 55652,55652,WI,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Leslie Keller,Female,705-64-6289,75,38863 Boyd Locks Suite 230 Sanchezberg  MN 09811,9811,MN,STRONGLY DISAGREE,STRONGLY AGREE,AGREE
Vanessa Wong,Female,597-85-6766,78,PSC 1302  Box 8796 APO AE 50568,50568,AE,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
John Gutierrez,Male,159-81-1096,29,755 Morgan Lakes Apt. 524 Shelbyburgh  NH 61504,61504,NH,AGREE,AGREE,STRONGLY DISAGREE
Charles Butler,Male,380-11-3141,40,801 Gray Trail Suite 172 Barbarafurt  WV 74070,74070,WV,DISAGREE,DISAGREE,DISAGREE
Russell Baker,Male,382-85-9021,35,0564 Sarah Forge Suite 997 East Meghan  MS 09380,9380,MS,STRONGLY DISAGREE,maybe,STRONGLY AGREE
Marcus Miller,Male,683-85-2360,78,04255 Brittany Springs Johnsonstad  WI 54608,54608,WI,STRONGLY AGREE,AGREE,DISAGREE
James Bryant,Male,316-27-0927,47,80825 Diane Divide Morrowbury  TN 07514,7514,TN,STRONGLY AGREE,maybe,no community
Joshua Bauer,Male,413-07-8269,78,94546 Thomas Forge South Oscar  SC 95174,95174,SC,DISAGREE,STRONGLY DISAGREE,DISAGREE
Benjamin Delgado,Male,433-03-5360,40,PSC 3633  Box 5521 APO AE 89443,89443,AE,STRONGLY DISAGREE,DISAGREE,DISAGREE
Colleen Perkins,Female,146-16-0588,29,473 Nelson Ridges Lake Jenniferland  VT 12650,12650,VT,STRONGLY AGREE,not sure,AGREE
Sean Hall,Male,745-70-9436,60,407 Bryan Brooks Lake Stacey  OR 40372,40372,OR,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Tara Dickerson,Female,540-58-8253,46,254 Lisa Ville Suite 188 New Scotttown  NE 71988,71988,NE,DISAGREE,STRONGLY DISAGREE,AGREE
Adam David,Male,791-18-0789,36,60872 Foster Prairie New Elizabethland  LA 62270,62270,LA,AGREE,STRONGLY AGREE,STRONGLY AGREE
Krystal Giles,Female,889-10-0469,58,83775 Melinda Causeway Apt. 800 West Rodneyville  MD 37115,37115,MD,DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Patricia Rogers,Female,804-31-5803,57,33179 Moore Islands Apt. 221 Georgehaven  SD 63608,63608,SD,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE
Lisa Sims,Female,120-11-4964,53,740 Gill Plains Burchmouth  WI 90546,90546,WI,AGREE,DISAGREE,DISAGREE
Thomas Hunt,Male,220-06-1198,66,15377 Jesse Camp Suite 539 Fuenteschester  IL 62475,62475,IL,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Amy Palmer,Female,161-17-1909,70,0781 Sara Knoll Suite 408 Lindsayport  CT 13166,13166,CT,AGREE,AGREE,STRONGLY AGREE
Laura Marquez,Female,159-56-1160,64,949 Joseph Via Leeville  IL 13460,13460,IL,STRONGLY AGREE,DISAGREE,DISAGREE
Anthony Johnston,Male,737-83-6842,54,2932 Robinson Courts Lake Susanview  TX 77717,77717,TX,DISAGREE,AGREE,STRONGLY AGREE
Don Cole,Male,499-69-5788,53,USCGC Flores FPO AP 96780,96780,AP,DISAGREE,AGREE,DISAGREE
Dustin Parker,Male,671-52-5541,54,275 Rita Summit West Kelly  OK 90413,90413,OK,STRONGLY AGREE,AGREE,STRONGLY AGREE
Daniel Bernard,Male,791-31-4590,50,841 Brooke Camp North Cynthiamouth  WA 17955,17955,WA,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Karen Ellis,Female,752-41-1958,25,064 Wilson Trail Apt. 961 Port Kari  WI 85495,85495,WI,STRONGLY AGREE,STRONGLY DISAGREE,sometimes
Michael Thompson,Male,338-95-9075,48,93245 Pratt Stream Tammyland  NE 15106,15106,NE,AGREE,AGREE,DISAGREE
Samantha Mcintyre,Female,395-93-7364,38,174 Ronald Locks Suite 643 Wallsview  AL 75793,75793,AL,STRONGLY DISAGREE,STRONGLY AGREE,DISAGREE
Regina Baird,Female,303-19-6187,43,Unit 2710 Box 0400 DPO AA 25128,25128,AA,DISAGREE,STRONGLY AGREE,DISAGREE
Dustin Deleon,Male,153-09-2589,23,716 Alexandra Park West Elizabethstad  OK 43250,43250,OK,AGREE,AGREE,STRONGLY AGREE
Ricardo Jenkins,Male,081-81-1570,74,6833 David Plaza Apt. 456 Lake David  LA 55072,55072,LA,AGREE,DISAGREE,AGREE
Kathy Coleman,Female,320-35-2750,34,0763 Robert Views Suite 496 Port Dana  NC 72757,72757,NC,STRONGLY AGREE,STRONGLY DISAGREE,depends
Jonathan Shaw,Male,355-40-5222,25,6561 Myers Walk Apt. 114 Perezbury  MN 04043,4043,MN,AGREE,DISAGREE,STRONGLY AGREE
Taylor Collins,Female,805-63-4924,67,97343 Jamie Summit Suite 575 Castillofort  RI 05136,5136,RI,STRONGLY DISAGREE,AGREE,sometimes
Edward Jackson,Male,637-34-1166,47,3926 Alvarado Course Hawkinsport  MT 14088,14088,MT,AGREE,AGREE,STRONGLY DISAGREE
John Harrell,Male,805-70-3560,77,2900 Jackson Inlet Terrenceside  NJ 75719,75719,NJ,STRONGLY AGREE,DISAGREE,AGREE
James Cruz,Male,884-41-4077,70,328 Matthew Fields Apt. 204 Amymouth  AR 40573,40573,AR,AGREE,STRONGLY AGREE,DISAGREE
Melissa Griffin,Female,741-08-3569,55,614 Oneill Isle Suite 588 Jacobfort  NM 85489,85489,NM,STRONGLY AGREE,STRONGLY AGREE,AGREE
Alexandra Patel,Female,863-41-1982,27,765 Erica Villages Suite 587 Gutierrezville  OR 64539,64539,OR,STRONGLY AGREE,not sure,AGREE
Alexander Burgess,Male,695-43-0041,36,495 Patterson Loop Paulville  LA 33211,33211,LA,AGREE,STRONGLY AGREE,AGREE
Eric Foster,Male,677-18-9730,45,520 Amanda Burg Suite 154 Sanchezfurt  AZ 26208,26208,AZ,STRONGLY DISAGREE,AGREE,AGREE
Dawn Shelton,Female,134-25-6054,20,89819 Marshall Shores Suite 747 North Melissa  PA 26291,26291,PA,STRONGLY AGREE,STRONGLY AGREE,AGREE
Jasmine Glenn,Female,812-18-2983,35,46081 Burke Squares Kathrynmouth  SC 75416,75416,SC,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Kelsey Schwartz,Female,373-96-7489,61,534 Elizabeth Islands New Christinaberg  KY 70635,70635,KY,STRONGLY AGREE,don't know,STRONGLY DISAGREE
Patrick Singh,Male,172-01-8417,53,USS Johnson FPO AP 36108,36108,AP,AGREE,AGREE,AGREE
Christopher Snyder,Male,503-55-5427,44,97603 Cook Viaduct Apt. 835 Denisebury  TN 25398,25398,TN,DISAGREE,STRONGLY AGREE,AGREE
Karen Santos,Female,044-58-7425,37,66063 Brenda Manor Suite 593 New Christine  NV 92554,92554,NV,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Amy West,Female,042-99-3696,67,399 Adams Club Apt. 012 East Zacharyshire  LA 01805,1805,LA,AGREE,STRONGLY AGREE,DISAGREE
Gregory Foster III,Male,484-69-2165,27,92166 Joseph Course New Michelle  FL 97282,97282,FL,AGREE,not sure,STRONGLY DISAGREE
Colleen Valenzuela,Female,858-01-5429,33,94337 Gonzalez Landing Apt. 086 West Cathychester  NM 21627,21627,NM,STRONGLY AGREE,STRONGLY AGREE,AGREE
Barbara Trevino,Female,722-18-4247,69,2836 Baldwin Ports Suite 018 Huntermouth  AZ 51923,51923,AZ,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Joel Davis,Male,864-86-3972,23,1295 Maldonado Centers Miaberg  TN 16849,16849,TN,AGREE,AGREE,AGREE
Diana Lee,Female,887-31-0194,29,USNV Mitchell FPO AE 40367,40367,AE,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Traci Haley,Female,799-99-6557,52,7675 Bush Mountain Davidchester  DC 08824,8824,DC,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE
Terry Rodriguez,Male,612-37-7842,42,02440 Leslie Orchard Apt. 613 North Ebony  MI 78484,78484,MI,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Rachel Garcia,Female,563-46-1005,27,216 Charles Locks Suite 157 South Justin  KS 11214,11214,KS,STRONGLY AGREE,STRONGLY AGREE,AGREE
Douglas Rodriguez,Male,418-41-8862,64,858 Mathew Walks Russellton  RI 40947,40947,RI,DISAGREE,not sure,STRONGLY DISAGREE
Dana Anderson,Female,462-51-8495,25,99363 Gilmore Springs Suite 351 Robertburgh  AR 68785,68785,AR,STRONGLY AGREE,DISAGREE,DISAGREE
Colleen Phillips MD,Female,260-91-7051,73,54699 Marquez Roads Kathyside  MN 10479,10479,MN,STRONGLY AGREE,don't know,AGREE
Thomas Martinez,Male,506-21-7633,75,3066 Wayne Bypass Apt. 235 New Dustin  AZ 71120,71120,AZ,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE
Courtney Adams,Female,265-86-6583,65,82397 Schmitt Valleys East Stephaniefort  NM 97022,97022,NM,AGREE,DISAGREE,STRONGLY DISAGREE
Duane Henderson,Male,503-44-9701,70,70105 David Neck Suite 997 Lake Kevin  GA 42472,42472,GA,DISAGREE,STRONGLY DISAGREE,DISAGREE
John Erickson,Male,664-16-8072,42,71718 Wilson Street Apt. 315 Holdenmouth  RI 85634,85634,RI,AGREE,STRONGLY DISAGREE,DISAGREE
James Browning,Male,825-72-9092,19,503 Thompson Plains Clarkchester  WI 72728,72728,WI,AGREE,AGREE,DISAGREE
Adam Livingston,Male,394-24-2940,21,689 Fleming Creek Apt. 830 West Jennifer  PA 13693,13693,PA,AGREE,STRONGLY AGREE,AGREE
Joseph Smith,Male,449-53-0333,43,96302 Haley Trail Suite 298 North Benjaminfort  CT 28960,28960,CT,DISAGREE,DISAGREE,no community
William Crosby,Male,558-07-7510,28,031 May Junction Suite 948 South Kelly  NE 13367,13367,NE,AGREE,STRONGLY AGREE,STRONGLY AGREE
Robert Carr,Male,166-15-6857,61,67718 Cheryl Landing Suite 714 Port Kaitlynton  MI 34365,34365,MI,DISAGREE,STRONGLY AGREE,DISAGREE
Sean Hall,Male,780-31-5192,20,Unit 5137 Box 4965 DPO AE 81292,81292,AE,AGREE,DISAGREE,STRONGLY AGREE
Hannah Walsh,Female,769-31-9037,19,48614 Todd Unions Apt. 177 North April  IN 94729,94729,IN,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Alison Daniel,Female,261-74-8618,20,0763 Owen Club East Jodi  NJ 24250,24250,NJ,NEUTRAL,STRONGLY DISAGREE,STRONGLY AGREE
Rebecca Roberts,Female,609-12-6554,36,192 Allen Spur Suite 837 Port Sarahbury  CA 06503,6503,CA,STRONGLY DISAGREE,STRONGLY DISAGREE,DISAGREE
Jeffrey Turner,Male,850-79-5921,54,91928 Kevin Road East Meganbury  NJ 03268,3268,NJ,STRONGLY AGREE,don't know,AGREE
Ryan Campbell,Male,120-22-9933,52,23502 Bryce Stravenue South Ronald  AK 50742,50742,AK,STRONGLY AGREE,AGREE,STRONGLY AGREE
Sean Hall,Male,467-45-6149,43,73117 Michael Coves Lozanoton  AL 26059,26059,AL,DISAGREE,STRONGLY AGREE,AGREE
Bradley Abbott,Male,136-61-1244,34,540 Michael Island Suite 531 Wardborough  SD 70719,70719,SD,DISAGREE,AGREE,STRONGLY AGREE
Jonathan Christensen,Male,542-60-4065,41,9035 Diane Lights Apt. 402 Lynchmouth  ND 65336,65336,ND,AGREE,DISAGREE,STRONGLY DISAGREE
Frank Hess,Male,042-09-9203,75,6965 Lucas Well North Jason  TN 31663,31663,TN,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Sheila Harris,Female,277-17-5049,64,51467 Yu Coves Suite 227 South Bradleyhaven  AZ 77020,77020,AZ,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Mr. Benjamin Burnett DDS,Male,647-52-7237,24,7022 Dudley Prairie Suite 045 Mayschester  MI 11949,11949,MI,AGREE,STRONGLY DISAGREE,DISAGREE
Stephen Rogers,Male,419-84-7132,23,9217 Amanda Throughway Apt. 649 Lorifurt  CO 35529,35529,CO,AGREE,DISAGREE,AGREE
Edward Evans,Male,050-53-6627,61,540 Juan Locks Deleonview  WV 95602,95602,WV,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Courtney Young,Female,200-29-6402,67,4820 Alison Mission Mayborough  AZ 33498,33498,AZ,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Laura Walker,Female,193-78-2489,73,498 Gomez Knoll Apt. 219 South Crystal  NY 99227,99227,NY,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Laura Coleman,Female,584-79-6625,58,807 Gonzalez Prairie Suite 926 East Manuelmouth  ID 94564,94564,ID,DISAGREE,STRONGLY DISAGREE,depends
Patrick Lyons,Male,664-95-4029,74,Unit 5800 Box 2401 DPO AE 08969,8969,AE,AGREE,AGREE,STRONGLY DISAGREE
Eric Johnson,Male,074-33-4037,44,12883 Taylor Ford Wongport  NJ 32404,32404,NJ,STRONGLY AGREE,don't know,STRONGLY AGREE
Dawn Stephenson,Female,792-91-5217,68,124 Gamble Road Port Charlesberg  HI 47428,47428,HI,AGREE,DISAGREE,STRONGLY AGREE
Caleb Mills,Male,230-54-5155,39,PSC 7509  Box 3799 APO AA 63487,63487,AA,STRONGLY DISAGREE,not sure,DISAGREE
Kathleen Gordon,Female,213-47-8639,43,58251 Harrington Lights Jenniferside  MA 02789,2789,MA,DISAGREE,AGREE,AGREE
Derek Fernandez,Male,651-49-3691,23,42455 Brenda Manor Robertsbury  OK 43962,43962,OK,AGREE,DISAGREE,STRONGLY AGREE
Jason Rivera,Male,865-31-9163,27,776 Ross Plaza Apt. 296 Kristineborough  ND 97067,97067,ND,AGREE,AGREE,STRONGLY AGREE
Kim Thomas,Female,229-23-5358,61,Unit 1062 Box 3546 DPO AP 76203,76203,AP,DISAGREE,DISAGREE,STRONGLY AGREE
Richard Young,Male,679-93-2615,20,70854 Christopher Curve Hammondborough  MN 63123,63123,MN,AGREE,DISAGREE,STRONGLY AGREE
Lauren Miller,Female,689-24-6273,36,6744 Sophia Station Apt. 067 Carriefort  CA 20277,20277,CA,STRONGLY DISAGREE,DISAGREE,AGREE
Jacob Sullivan,Male,633-50-4101,38,936 Thompson Canyon Suite 593 Fullerstad  MA 95907,95907,MA,STRONGLY AGREE,STRONGLY AGREE,AGREE
Joe Ward,Male,146-76-3279,29,238 Heather Place North Carrie  ND 82201,82201,ND,AGREE,not sure,STRONGLY AGREE
David Davis,Male,154-03-3603,32,4974 Gordon Pines Suite 278 Lake Alex  IA 82266,82266,IA,AGREE,DISAGREE,DISAGREE
Melissa Skinner,Female,441-50-5237,48,34518 Johnson Squares Suite 914 Millerburgh  NM 00797,797,NM,DISAGREE,DISAGREE,STRONGLY DISAGREE
Kevin Gill,Male,034-33-4406,32,8800 Donaldson Stream Markport  MA 14025,14025,MA,AGREE,DISAGREE,AGREE
Rachael Gilmore,Female,698-18-9920,66,Unit 0582 Box 6897 DPO AP 54665,54665,AP,AGREE,STRONGLY DISAGREE,no community
Stephanie Martinez MD,Female,124-52-2671,59,7429 Angela Throughway Apt. 872 South Luis  ND 30560,30560,ND,STRONGLY DISAGREE,AGREE,AGREE
Tracy White,Female,753-31-4775,66,PSC 0056  Box 8409 APO AE 95533,95533,AE,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE
Scott Walker,Male,290-03-2992,77,579 Eaton Vista Maymouth  IA 43127,43127,IA,DISAGREE,AGREE,DISAGREE
Parker Baker,Male,490-92-9034,24,16122 Edward Valleys Apt. 940 Shermanhaven  MI 99275,99275,MI,AGREE,maybe,no community
Courtney Stone,Female,551-63-1843,56,27883 Wiggins Dam Port Bradley  MN 18843,18843,MN,STRONGLY AGREE,DISAGREE,AGREE
Patrick Werner,Male,489-93-8885,27,2730 Connor Ford Huynhstad  IL 62698,62698,IL,AGREE,STRONGLY AGREE,STRONGLY AGREE
Kimberly Gardner,Female,449-26-0433,18,4236 Hernandez Forges Suite 835 Joelside  MT 89131,89131,MT,STRONGLY AGREE,STRONGLY AGREE,sometimes
Shelly Medina,Female,638-53-9559,28,Unit 7352 Box 5026 DPO AE 74124,74124,AE,NEUTRAL,AGREE,STRONGLY DISAGREE
Matthew Dixon,Male,877-45-6388,54,8430 Galvan Mountains Wilsonburgh  VT 73808,73808,VT,STRONGLY DISAGREE,STRONGLY AGREE,AGREE
James Jordan,Male,121-50-7369,48,0050 Sabrina Stream Paulastad  CA 27268,27268,CA,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Morgan Wright,Female,062-10-8562,61,54256 Anita Ridges West Kimberly  CT 44924,44924,CT,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Michelle Hampton,Female,385-01-9691,25,USS Gomez FPO AA 70155,70155,AA,STRONGLY AGREE,AGREE,AGREE
Marissa Wright,Female,168-45-0889,27,341 Brewer Heights Johnland  NY 28215,28215,NY,STRONGLY AGREE,STRONGLY DISAGREE,no community
Joseph Harper,Male,100-39-3340,74,402 Hill Union Apt. 269 Glasshaven  TX 80406,80406,TX,AGREE,STRONGLY DISAGREE,AGREE
Nathaniel Delacruz,Male,340-97-0107,32,261 Tyler Spurs Apt. 884 West Kristin  NC 57330,57330,NC,DISAGREE,DISAGREE,STRONGLY AGREE
Brianna Leon,Female,749-95-9555,46,26238 Yates Fork Suite 521 West Kevinside  SC 58012,58012,SC,STRONGLY DISAGREE,AGREE,sometimes
Mark Patel,Male,625-18-8971,49,615 Audrey Coves Suite 615 South Cynthia  AZ 38360,38360,AZ,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Zachary Daniels,Male,396-11-2746,28,USS Miller FPO AA 44266,44266,AA,AGREE,AGREE,AGREE
Brittany Austin,Female,645-01-6695,39,2974 Jacob Passage New Sarahberg  FL 38283,38283,FL,AGREE,DISAGREE,STRONGLY DISAGREE
Ernest Mosley,Male,316-60-1763,53,8322 William Mall Apt. 372 North David  CA 54628,54628,CA,AGREE,STRONGLY AGREE,STRONGLY AGREE
Jon Burton,Male,606-60-5858,77,3316 Micheal Well Suite 989 New Davidberg  PA 77178,77178,PA,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Jared Morris,Male,635-48-9776,61,53415 Thornton Camp Apt. 188 South Aprilville  VA 97251,97251,VA,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Rhonda Moore,Female,870-16-7156,31,1764 Shane Plaza Suite 216 Aprilburgh  NH 86876,86876,NH,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Ernest Stone,Male,840-43-7674,67,815 Owen Crest Elizabethburgh  VT 38768,38768,VT,DISAGREE,STRONGLY DISAGREE,AGREE
David Edwards,Male,758-44-4210,52,105 Sheena Valleys Apt. 274 Leonardhaven  MT 61815,61815,MT,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Juan Williams,Male,398-10-1682,44,451 Connie Freeway West Thomas  OK 29106,29106,OK,DISAGREE,STRONGLY AGREE,AGREE
Janice Rose,Female,675-20-5740,22,PSC 7429  Box 4717 APO AP 05585,5585,AP,STRONGLY AGREE,AGREE,DISAGREE
Ashley Thomas,Female,515-14-6611,31,44363 Robert Ramp Adamston  TX 49599,49599,TX,STRONGLY AGREE,DISAGREE,AGREE
Brenda Bush,Female,549-66-9821,29,44784 Barnett Shoals Allenville  OK 49679,49679,OK,NEUTRAL,STRONGLY AGREE,STRONGLY DISAGREE
Howard Brown,Male,587-05-4698,46,161 Daniel Walks Lorraineview  DE 39987,39987,DE,STRONGLY DISAGREE,STRONGLY AGREE,sometimes
Carl Larson,Male,510-76-4493,57,783 Hayes Extension Gregorychester  HI 57321,57321,HI,STRONGLY DISAGREE,DISAGREE,STRONGLY AGREE
Jeanette Mitchell,Female,404-86-3310,51,17666 Shaw Vista South Tinabury  NE 36350,36350,NE,AGREE,not sure,DISAGREE
Jessica Wright,Female,844-19-1520,34,716 Christina Fort Suite 305 Chunghaven  ME 78637,78637,ME,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Mr. Richard Curry,Male,751-32-6507,51,329 Patricia Lake West Rachelbury  RI 72365,72365,RI,DISAGREE,STRONGLY AGREE,AGREE
Erika Erickson,Female,126-62-1008,58,79619 Brian Mills Suite 966 Port Wendychester  ND 43900,43900,ND,STRONGLY DISAGREE,AGREE,DISAGREE
Miss Abigail Medina,Female,249-22-8191,32,USCGC Campbell FPO AA 21359,21359,AA,NEUTRAL,STRONGLY DISAGREE,AGREE
Angela Small,Female,728-15-0720,60,09588 Colleen Track Apt. 897 Washingtonville  IL 70742,70742,IL,STRONGLY AGREE,AGREE,AGREE
Jennifer Miller,Female,859-95-8398,55,USNS Peterson FPO AP 85238,85238,AP,AGREE,DISAGREE,STRONGLY AGREE
Lisa Page,Female,775-29-2124,74,868 Hensley Place Suite 283 North Zachary  DE 83448,83448,DE,STRONGLY DISAGREE,AGREE,AGREE
Sarah Rollins,Female,786-94-4448,37,285 Lawrence Summit New Patricia  ND 53416,53416,ND,STRONGLY AGREE,AGREE,DISAGREE
Luis Rodriguez,Male,381-95-4567,45,9560 Melissa Passage Suite 407 Sherylmouth  AZ 84208,84208,AZ,DISAGREE,STRONGLY AGREE,sometimes
Dean Mitchell,Male,403-04-8864,29,USNS Anderson FPO AE 81256,81256,AE,DISAGREE,AGREE,STRONGLY DISAGREE
Michael Martinez,Male,858-84-0869,42,61093 Pierce Loaf Suite 758 West Brettmouth  AK 87564,87564,AK,DISAGREE,STRONGLY DISAGREE,AGREE
Hannah Pierce,Female,870-93-1645,38,350 Eric Shoal Apt. 944 Williamsshire  UT 98965,98965,UT,DISAGREE,AGREE,no community
Anthony Willis,Male,010-52-2769,53,447 Valdez Parks Nelsonmouth  VT 55157,55157,VT,AGREE,AGREE,STRONGLY DISAGREE
Melinda Dominguez,Female,199-61-8054,66,83757 Murphy Parkway East Timothyfurt  NC 54061,54061,NC,AGREE,DISAGREE,STRONGLY AGREE
Isaac Webster,Male,875-12-4936,27,019 Sarah Circles Apt. 786 Nashborough  WV 82753,82753,WV,AGREE,don't know,DISAGREE
Nicole Herrera,Female,767-71-2606,57,332 Hoffman Court Suite 566 Michelletown  IN 39586,39586,IN,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Amy Suarez,Female,264-32-9877,63,Unit 4131 Box 5409 DPO AE 41838,41838,AE,DISAGREE,AGREE,DISAGREE
Donald Adams,Male,739-39-4014,66,89102 Garcia Meadows Lake Gary  DC 73711,73711,DC,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE
Nicole Hernandez,Female,882-55-4522,66,06952 Willis Circles Suite 150 Lake Linda  NH 32432,32432,NH,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Ashley Johnson,Female,411-49-1701,58,3592 Tanner Shoal Suite 844 West Samanthahaven  WA 56225,56225,WA,STRONGLY DISAGREE,don't know,AGREE
